S0	T0	10	10	2	0.559672514081	4.24770977105
S0	T2MS0	20	20	1	1.56855754496
S0	T3MS0	100	100	1	6.26828738326
S0	T4MS0	90	90	1	6.43154660135
S0	T5MS0	90	90	1	2.75526964445
S0	T6MS0	40	40	1	4.01623774514
S0	T1	50	50	2	5.86548251112	13.7614511447
S0	T2MS1	20	20	1	1.56855754496
S0	T3MS1	100	100	1	6.26828738326
S0	T4MS1	90	90	1	6.43154660135
S0	T5MS1	90	90	1	2.75526964445
S0	T6MS1	40	40	1	4.01623774514
