File task set path, File best allocation path, nb of tasks, Umltc, UHiHi, ULoLo, Umxcrun, UHi-LoHi, nb of Hi tasks
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152201094.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152201094.txt_modal_server_allocation.txt,7,1.57586467182,1.2,0.375864671819,1.2,0.73905866065,4
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115150185542.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115150185542.txt_modal_server_allocation.txt,4,1.35122866596,1.2,0.151228665964,1.2,0.875110323913,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151406088.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151406088.txt_modal_server_allocation.txt,4,1.44244434262,1.2,0.242444342623,1.2,0.922306295139,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152413847.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152413847.txt_modal_server_allocation.txt,3,1.30030154263,1.2,0.10030154263,1.2,0.953344499453,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_2811515482427.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_2811515482427.txt_modal_server_allocation.txt,5,1.25675697613,1.2,0.0567569761261,1.2,0.935898165264,4
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115154961551.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115154961551.txt_modal_server_allocation.txt,4,1.25803775099,1.2,0.0580377509895,1.2,0.84740355803,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156909226.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156909226.txt_modal_server_allocation.txt,8,1.43686916781,1.2,0.236869167811,1.2,0.871342321919,5
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115155318382.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115155318382.txt_modal_server_allocation.txt,4,1.42721767028,1.2,0.227217670276,1.2,0.749134884337,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156978673.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156978673.txt_modal_server_allocation.txt,6,1.29330688481,1.2,0.0933068848145,1.2,0.907521086171,5
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156540992.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156540992.txt_modal_server_allocation.txt,4,1.39549351915,1.2,0.195493519149,1.39549351915,0.818541420903,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151252539.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151252539.txt_modal_server_allocation.txt,4,1.32906464087,1.2,0.129064640869,1.2,0.806207489735,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152925925.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152925925.txt_modal_server_allocation.txt,4,1.31350138558,1.2,0.113501385583,1.2,0.810239562862,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151102872.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151102872.txt_modal_server_allocation.txt,4,1.32552833601,1.2,0.125528336012,1.2,0.727827513911,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115154681263.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115154681263.txt_modal_server_allocation.txt,6,1.82968128076,1.2,0.62968128076,1.74256686739,0.754401462624,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153146647.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153146647.txt_modal_server_allocation.txt,4,1.29616513014,1.2,0.096165130143,1.2,0.681012329702,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151630024.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151630024.txt_modal_server_allocation.txt,4,1.31048168001,1.2,0.110481680014,1.2,0.798951607672,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115155467537.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115155467537.txt_modal_server_allocation.txt,7,1.75213038913,1.2,0.552130389131,1.42334574425,0.937666655831,4
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151479077.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151479077.txt_modal_server_allocation.txt,6,1.60822969052,1.2,0.408229690521,1.60822969052,0.838061464976,4
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151779483.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115151779483.txt_modal_server_allocation.txt,6,1.56497164524,1.2,0.364971645244,1.2,0.944633300051,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153862469.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153862469.txt_modal_server_allocation.txt,4,1.26610981596,1.2,0.0661098159613,1.2,0.729368894772,3
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156473341.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115156473341.txt_modal_server_allocation.txt,6,1.3171871725,1.2,0.117187172504,1.2,0.931740692881,4
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152482340.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115152482340.txt_modal_server_allocation.txt,8,1.4867974903,1.2,0.286797490298,1.4867974903,0.855645306967,5
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153443456.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115153443456.txt_modal_server_allocation.txt,4,1.27666417229,1.2,0.0766641722879,1.27666417229,0.928704781429,2
/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115150616624.txt,/cal/homes/lmillet/Projet-PAF/taskGenerationBaruah/Log_nbProc_4_prob_hi_0.7_period_10_100_util_0.05_0.9_ratio_2_8_log_uniform_100sets/Utilization_1.2/taskParameters_processor_4_28115150616624.txt_modal_server_allocation.txt,6,1.43261189576,1.2,0.232611895759,1.40871614065,0.872097212086,3
